Unnamed: 0,coordinates,date,hashtags,language,source,text,user,Category
1729,,Tue Feb 05 02:06:36 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ProtecttheFaith: Archbishop Peter Comensoli of Melbourne closed down one of the only faithful Catholic theology institutes in Australia…,FreemanLRutkin,politics
1730,,Tue Feb 05 02:06:17 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Margarita2733: Kentucky gov's lawyers say Kim Davis should have to pay gay couples' legal fees.
Davis should be held responsible for le…",sheetcaking2020,politics
1731,,Tue Feb 05 02:06:06 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Margarita2733: Kentucky gov's lawyers say Kim Davis should have to pay gay couples' legal fees.
Davis should be held responsible for le…",JessInTexas1,politics
1732,,Tue Feb 05 02:05:44 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @normiegardener1: Reminder that the phrase “Love is Love” can be used to justify pedophilia, bestiality and rape just as much as gay mar…",Being_and_Tom,politics
1733,,Tue Feb 05 02:05:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SusanSarandon: ✌🏻💯“Most Americans now support legally allowing gay and lesbian relationships, same-sex marriage, and personal marijuana…",ChipCashh,politics
1734,,Tue Feb 05 02:05:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rev John “gays destroy democracy” Hagee with such notable hits as: 

“Dear God: Apologize to Sodom and Gomorrah, cu… https://t.co/mY2jOVL5Xx",LisaTalmadge,politics
1735,,Tue Feb 05 02:04:29 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Reminder that the phrase “Love is Love” can be used to justify pedophilia, bestiality and rape just as much as gay marriage.",normiegardener1,politics
1736,,Tue Feb 05 02:04:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@JohnC64 @omeagoz @HandleDaTruth62 @RodSwiftSJW @BernardGaynor @LyleShelton @SunolJohn Google 'gay dads' Mark Newto… https://t.co/JcOvnpSRGw,ezahekoms,politics
1737,,Tue Feb 05 02:03:01 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Margarita2733: Kentucky gov's lawyers say Kim Davis should have to pay gay couples' legal fees.
Davis should be held responsible for le…",ptrevino1194,politics
1738,,Tue Feb 05 02:01:26 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@frfrankpavone I blame the Church leaders for all of this.. 50/60 yrs ago people knew what it meant to be Catholic.… https://t.co/167GwWDSPo,sugarfreecat1,politics
1739,,Tue Feb 05 02:00:57 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @SusanSarandon: ✌🏻💯“Most Americans now support legally allowing gay and lesbian relationships, same-sex marriage, and personal marijuana…",T_Lyte,politics
1740,,Tue Feb 05 02:00:19 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MrOldhouse: Should gay marriage be banned?

Vote and retweet for large sample.",YLRoseofTX,politics
1741,,Tue Feb 05 02:00:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Davis_Hammet: In Kansas it’s still legal for a gay person to get married on Sunday and fired/evicted on Monday because of that marriage…,BlueWavePAC,politics
1742,,Tue Feb 05 01:59:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @SmthDavd: @LyleShelton The guy who attended a conference in Moldova conducted by a recognised Hate Group &amp; whose anti marriage equality…,JoeKanoAus,politics
1743,,Tue Feb 05 01:58:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JohnFugelsang: My dear homophobic friend, Matthew 19 is Jesus coming out against straight divorce, not gay marriage.   Go ahead and be…",WyattGr,politics
1744,,Tue Feb 05 01:57:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MrOldhouse: Should gay marriage be banned?

Vote and retweet for large sample.",mickerdos1,politics
1745,,Tue Feb 05 01:57:45 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @hollichristine9: PSA: You cannot claim to have gay friends while simultaneously disagreeing with gay marriage being legal!!!!!!,djdabzzy,politics
1746,,Tue Feb 05 01:57:05 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gay marriage bean beans are the best way to make money,i_dont_need_her,politics
1747,,Tue Feb 05 01:56:54 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I hate gay marriage guys.

I’m a homophobe. Shit. https://t.co/84ZGd9ujmF",ZeldaAGabriel,politics
1748,,Tue Feb 05 01:56:53 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Margarita2733: Kentucky gov's lawyers say Kim Davis should have to pay gay couples' legal fees.
Davis should be held responsible for le…",jimriceus,politics
1749,,Tue Feb 05 01:56:13 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AlexJayBrady: @Nigel_Farage Right wing students who simply want to express their opinions about gay marriage being an abomination or bl…,sunshin58026036,politics
1750,,Mon Feb 04 15:07:44 +0000 2019,"[{'text': 'RalphNortham', 'indices': [0, 13]}, {'text': 'DesertStorm', 'indices': [54, 66]}]",en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#RalphNortham is a racist infanticide supporter
AND
a #DesertStorm poseur

He tried to fool people into thinking he… https://t.co/AtYYjVGDV4",Uncle_Jimbo,politics
1751,,Mon Feb 04 06:12:01 +0000 2019,[],en,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","“The German aversion to speed limits on the autobahn is up there with gun control in America and whaling in Japan”
https://t.co/xpfd9MjLIb",dvg,politics
1752,,Sun Feb 03 19:30:13 +0000 2019,[],en,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Congress To Take Up Gun Control This Week https://t.co/68uUst7y0M https://t.co/aYCfBRq7QP,DailyCaller,politics
1753,,Tue Feb 05 02:21:37 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@fred_guttenberg @grammyisabel In so sorry Mr.Guttenberg.😔To be in the same room w the GOP&amp;trump who enable gun mas… https://t.co/X2wHiaCTIB,dorianp626,politics
1754,,Tue Feb 05 02:21:27 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@Cryptonym @rdowd57 @prestonjbyrne Facts trump impressions every single time. FYI it is MORE probable to be injured… https://t.co/poGwLEsN8V,EnriqueDAustin,politics
1755,,Tue Feb 05 02:21:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Nationalist_KAG: Democrats on gun control: If we can save JUST ONE child’s life, it is worth doing something.

Democrats on infanticide…",MetcalfDB,politics
1756,,Tue Feb 05 02:21:15 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MelissaKXLY4: Washington voters passed I-1639, with stricter gun control laws. Now, these sheriffs are saying they can't/won't enforce…",SomeNotesFromMe,politics
1757,,Tue Feb 05 02:20:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Fly_Sistah: @cmclymer All Liam said was he learned that seeking revenge is wrong. He never said his blatant racism by seeking to provok…,Rachel_McRea,politics
1758,,Tue Feb 05 02:19:53 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MelissaKXLY4: Washington voters passed I-1639, with stricter gun control laws. Now, these sheriffs are saying they can't/won't enforce…",jameslucasjones,politics
1759,,Tue Feb 05 02:19:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@rhonda_harbison @thehill Go join a Twitter thread on gun control,  this is about the Democrats being fine with infanticide.",admiral_nick,politics
1760,,Tue Feb 05 02:19:50 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @CapitolAlert: Gabby Giffords and lawmakers make impassioned plea for stronger gun control https://t.co/0pNk1hVFk5,Balkingpoints,politics
1761,,Tue Feb 05 02:19:39 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@GOP @DHSgov @OURrescue Most Americans do not want the wall.  Believe that climate change is real. Want reasonable… https://t.co/8B7cU6ZqHT,rifflerunnpool,politics
1762,,Tue Feb 05 02:19:37 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @jojoh888: We have yet to hear from the woman who says he sexually assaulted her. Justin is a 39-year-old Dem who is a supporter of the…,FriendlyJMC,politics
1763,,Tue Feb 05 02:19:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This was a shooting at a hospital. This was a shooting outside my place of work. I should be raging about it. But I… https://t.co/ctql82xeqb,gettingthere88,politics
1764,,Tue Feb 05 02:19:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sammysammy222: @COCeasefire Huh.  

Have you ever wondered why Colorado Ceasefire @COCeasefire tells us about an unusual gun accident b…",CCWmichael,politics
1765,,Tue Feb 05 02:19:08 +0000 2019,"[{'text': 'RalphNortham', 'indices': [17, 30]}, {'text': 'DesertStorm', 'indices': [71, 83]}]",en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @Uncle_Jimbo: #RalphNortham is a racist infanticide supporter
AND
a #DesertStorm poseur

He tried to fool people into thinking he served…",Miki9857,politics
1766,,Tue Feb 05 02:19:01 +0000 2019,"[{'text': 'RalphNortham', 'indices': [17, 30]}, {'text': 'DesertStorm', 'indices': [71, 83]}]",en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Uncle_Jimbo: #RalphNortham is a racist infanticide supporter
AND
a #DesertStorm poseur

He tried to fool people into thinking he served…",southpaw816,politics
1767,,Tue Feb 05 02:18:48 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @AMike4761: FBI Agent, Who Exposed Hillary Clinton Cover-up, Found Dead.  Another seasoned professional suicide? We could put a nice den…",Evenings_Star,politics
1768,,Tue Feb 05 02:18:47 +0000 2019,"[{'text': 'me', 'indices': [112, 115]}]",en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Tell Trump his gun control sucks because I've been running rampant with these loose cannons all day... 😉😋💪🤗😂🤣😂😂 #me… https://t.co/xN8hrhebNO,IAMBELLFIT,politics
1769,,Tue Feb 05 02:18:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @NMHouseGOP: 28 New Mexico Sheriff's OPPOSE radical gun control legislation, 3 of which are being heard today in House Judiciary. Over 8…",realRPBC,politics
1770,,Tue Feb 05 02:18:10 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @Rambobiggs: Gun Control IS Racist,Verona83,politics
1771,,Tue Feb 05 02:18:07 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @gaye_gallops: MASS POPULATION REDUCTION

GOAL of Dem-Socialist agenda,from last-day abortion to illegal INVASION and gun control

NOTHI…",CindyBarnettUSA,politics
1772,,Tue Feb 05 02:17:58 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @LetRobesonSing: @parscale @SpeakerPelosi Hilarious.  Now do gun control,joanvw09,politics
1773,,Tue Feb 05 02:17:55 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Fly_Sistah: @cmclymer All Liam said was he learned that seeking revenge is wrong. He never said his blatant racism by seeking to provok…,mferrini,politics
1774,,Tue Feb 05 02:17:55 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @UberFacts: Gun control did, in fact, bring an end to mass shootings in Australia, according to researchers from the University of Sydne…",KerrieBee23,politics
1775,,Sun Feb 03 15:46:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Quote of the day: Fmr SF mayor Willie Brown on the time he was dating Kamala Harris: “She loved me, I loved me. It… https://t.co/at32zq4zla",brithume,politics
1776,,Sun Feb 03 17:18:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I think the Kamala Harris thing represents a much larger issue with liberalism: the belief that if only good people… https://t.co/5FEefjL3RQ,ben_geier,politics
1777,,Mon Feb 04 20:10:07 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","My first op-ed for @thehill, which has triggered many leftists...

""Kamala Harris’s healthcare plans are even furth… https://t.co/egB1NFLE4Q",RaheemKassam,politics
1778,,Tue Feb 05 02:38:21 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RaheemKassam: My first op-ed for @thehill, which has triggered many leftists...

""Kamala Harris’s healthcare plans are even further to…",SeeHumanity007,politics
1779,,Tue Feb 05 02:38:19 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",waskilywabbitt,politics
1780,,Tue Feb 05 02:38:18 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @chowdallas: No one cares who Kamel-toe Harris brings to the SOTU Address...we’re much too busy playing COUNT THE NUMBER OF CHINS!! http…,ChiefFabulous,politics
1781,,Tue Feb 05 02:38:16 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Daily reminder: Kamala Harris is a cop. https://t.co/WGIi13VWtw,magicallyaddy,politics
1782,,Tue Feb 05 02:38:14 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JustinWhang: Reminder that the wrestler Kamala's real last name is also Harris https://t.co/x7HOfGVbUQ,Jay01762060,politics
1783,,Tue Feb 05 02:38:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DiamondandSilk: Take a closer look...... WOW https://t.co/mCJ9HQWxKu,KatDesert,politics
1784,,Tue Feb 05 02:38:11 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",1hardkernel,politics
1785,,Tue Feb 05 02:38:09 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @55Counties: Kamala Harris has no principles, but she certainly has convictions.",kittykatacab69,politics
1786,,Tue Feb 05 02:38:08 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",WeTheStorm,politics
1787,,Tue Feb 05 02:38:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",Jacquel61294440,politics
1788,,Tue Feb 05 02:38:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kamala Harris. Elizabeth warren. Cory booker. 

These people had a lot to say in October. Nothing currently. Wonder what’s different",Boomgoesjoshie,politics
1789,,Tue Feb 05 02:38:03 +0000 2019,[],en,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","RT @campusreform: VIDEO: Lawrence Jones talks Kamala Harris, analysis sheds light on potential gold mine https://t.co/Uduc91Kds9 via @Grace…",kylenabecker,politics
1790,,Tue Feb 05 02:38:01 +0000 2019,[],en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @HermesDiaktoros: The media’s anti-White messaging is sharpening.

Criticisms of it are being systematically blocked/removed.

They’re s…",scottgtweets,politics
1791,,Tue Feb 05 02:38:00 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",trump_sylvia,politics
1792,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",SpringsRaff,politics
1793,,Tue Feb 05 02:37:59 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",klpain29,politics
1794,,Tue Feb 05 02:37:57 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",cmemo3,politics
1795,,Tue Feb 05 02:37:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",LoriStiles11,politics
1796,,Tue Feb 05 02:37:54 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",mrsftv,politics
1797,,Tue Feb 05 02:37:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KamalaHarris: We can’t lose sight of some of the critical issues that matter, from reproductive rights to climate change.
https://t.co/…",Suzanne23199742,politics
1798,,Tue Feb 05 02:37:51 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Well then, I guess I endorse Kamala Harris https://t.co/r5ng56L94U",trulyleo,politics
1799,,Tue Feb 05 02:37:48 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @thebradfordfile: Why have Kamala Harris, Maxine Waters, Dianne Feinstein, Nancy Pelosi, Adam Schiff, Ted Lieu, and Eric Swalwell not tw…",margw423,politics
1800,,Mon Feb 04 21:56:25 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It’s happening 🤗 https://t.co/AL9q6yuBuH,AOC,politics
1801,,Mon Feb 04 17:15:24 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Activist Ana Maria Archila will attend President Trump's State of the Union address as a guest of Rep. Alexandria O… https://t.co/cLZZwUMcer,ajplus,politics
1802,,Mon Feb 04 17:49:49 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GIFT TO TRUMP: ‘There Is Going to Be a War Within the Party. We Are Going to Lean Into It.’  https://t.co/VCCnoFClG2,IngrahamAngle,politics
1803,,Tue Feb 05 02:56:56 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Msmith1337,politics
1804,,Tue Feb 05 02:56:52 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",CanadianPatri18,politics
1805,,Tue Feb 05 02:56:51 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @dcexaminer: Alexandria Ocasio-Cortez invites woman who confronted Jeff Flake in elevator to State of the Union https://t.co/BJYux4Ls8n,ImForYOUAmerica,politics
1806,,Tue Feb 05 02:56:50 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @winstonCovfefe: The absolute status of House congress 😡😡😂😂
These poverty pimps, Crazy Max @RepMaxineWaters and Free loader Alexandria O…",wtpbn,politics
1807,,Tue Feb 05 02:56:49 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,StephenREly,politics
1808,,Tue Feb 05 02:56:39 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",Lchowe49,politics
1809,,Tue Feb 05 02:56:33 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,kainicole,politics
1810,,Tue Feb 05 02:56:32 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",bkgroh,politics
1811,,Tue Feb 05 02:56:31 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",1776forever1812,politics
1812,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",nancyredmondhu1,politics
1813,,Tue Feb 05 02:56:27 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,ladyenigma,politics
1814,,Tue Feb 05 02:56:24 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",C0DE_W4RR10R,politics
1815,,Tue Feb 05 02:56:18 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,wmpkr,politics
1816,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,Cooking4Bernie,politics
1817,,Tue Feb 05 02:56:15 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",debjones334,politics
1818,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pupsMama7,politics
1819,,Tue Feb 05 02:56:12 +0000 2019,[],en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I never again want to hear about how stupid Sarah Palin is. This ding-a-ling makes Sarah Palin look like Einstein,… https://t.co/4b2caEC7rH",Roadexecutive,politics
1820,,Tue Feb 05 02:56:10 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @brianstelter: ""@AOC is already one of the most recognizable Democrats in the party nationally. And she's been a member of Congress for…",hsmcnp,politics
1821,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,pollyantics,politics
1822,,Tue Feb 05 02:56:09 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,sarahohmy4,politics
1823,,Tue Feb 05 02:56:08 +0000 2019,[],en,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @marklutchman: Alexandria Ocasio Cortez’ biggest accomplishment:

Single handily putting an end to dumb blonde jokes.

Am I right? 😂👌🏾",WileEDude,politics
1824,,Tue Feb 05 02:56:07 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AOC: It’s happening 🤗 https://t.co/AL9q6yuBuH,JeramyWainwrigh,politics
1825,,Mon Feb 04 17:58:23 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ANOTHER huge caravan—this time over 12,000 migrants—will reach the US border this week.

President Trump is sending… https://t.co/otNp5ezH9V",Jim_Jordan,politics
1826,,Sun Feb 03 15:45:02 +0000 2019,[],en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Senior intel briefers are breaking their silence to warn that Trump is endangering U.S. security with what they say… https://t.co/mFjeIZQ24n,kylegriffin1,politics
1827,,Sun Feb 03 14:39:46 +0000 2019,[],en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Many missed monthly bills. Many had to choose between facing eviction or paying for chemo therapy. But he *doesn't*… https://t.co/iSF0KSxdVV,TeamPelosi,politics
